JournalTitle,MedAbbr,ISSN,eISSN,JIF_2024,JIF_Quartile,CAS_Quartile
"Latvijas Zinatnu akademijas vestis. A dala, Socialas un humanitaras zinatnes = Proceedings of the Latvian Academy of Sciences. Section A",Latv Zinat Akad Vestis A Humanit Zinat,1407-0081,,,,
Revista istorica,Rev Istor (1990),1018-0443,,,,
Shi jie li shi = Shi jie li shi,Shi Jie Li Shi,1002-011X,,,,
"Shirin (Kyoto, Japan)",Shirin (Kyoto 1916),0386-9369,,,,
Sport history review,Sport Hist Rev,1087-1659,,,,
Studia hibernica,Stud Hibernica,0081-6477,,,,
Studii si materiale de istorie medie. Institutul de Istorie (Academia Republicii Populare Romine),Stud Mater Ist Medie,0567-6312,,,,
Studi piemontesi,Studi Piemont,0392-7261,,,,
Turcica,Turcica (Paris),0082-6847,1783-1822,,,
Trajecta,Trajecta (Leuven),0778-8304,,,,
"Vostok (Moscow, Russia : 1991)",Vostok (Mosk),0869-1908,,,,
Lusotopie : enjeux contemporains dans les espaces lusophones,Lusotopie,1257-0273,1768-3084,,,
[Mediterranean studies],Mediterr Stud (Kirksv Mo),1074-164X,,,,
Memoria y sociedad : revista del Departamento de Historia y Geografia,Mem Soc,0122-5197,,,,
MHQ : the quarterly journal of military history,MHQ (NY NY),1040-5992,,,,
Middle East Studies Association bulletin,Middle East Stud Assoc Bull,0026-3184,,,,
Min guo dang an,Min Guo Dang An,1000-4491,,,,
Multunk : az MSZMP Kozponti Bizottsaga Parttorteneti Intezetenek folyoirata,Multunk,0864-960X,,,,
Nederlandsch archief voor kerkgeschiedenis,Ned Arch Kerkgeschied,0028-2030,,,,
Nghien cuu lich su,Nghien Cuu Lich Su,0866-7497,,,,
Modern Italy : journal of the Association for the Study of Modern Italy,Mod Italy,1353-2944,1469-9877,,,
Povijesni prilozi,Povij Pril,0351-9767,,,,
Prepodavanie istorii v shkole,Prepod Ist Sk,0132-0696,,,,
Przeglad historyczno-oswiatowy,Prz Hist Osw,0033-2178,,,,
Punjab journal of politics,Punjab J Polit,0253-3960,,,,
Nordost-Archiv,Nordost Arch,0029-1595,,,,
Relaciones (Colegio de Michoacan),Relaciones (Zamora),0185-3929,,,,
The Northern mariner : journal of the Canadian Nautical Research Society = Le marin du nord : revue de Societe canadienne pour la recherche nautique,North Mar,1183-112X,,,,
Nordisk ost-forum,Nordisk Ost Forum,0801-7220,,,,
Northeast historical archaeology,Northeast Hist Archaeology,0048-0738,,,,
Osterreichische Militarische Zeitschrift,Osterr Mil Z,0048-1440,,,,
Osterreichische Zeitschrift fur Geschichtswissenschaften : OZG,Osterr Z Geschwiss,1016-765X,,,,
Paideuma,Paideuma (Wiesb),0078-7809,,,,
Cold Spring Harbor protocols,Cold Spring Harb Protoc,1940-3402,1559-6095,,,
Primate conservation : the newsletter and journal of the IUCN/SSC Primate Specialist Group,Primate Conserv,0898-6207,,,,
The Western druggist,West Drug (Vanc),0700-7248,,,,
Anales. Escuela Nacional de Ciencias Biologicas (Mexico),An Esc Nac Cienc Biol,0365-1932,,,,
Indian medical record,Indian Med Rec,0019-5898,,,,
Archivos de ginecologia y obstetricia,Arch Ginecol Obstet,0797-0803,,,,
Optik,Optik (Stuttg),0030-4026,,,,
Notas quirurgicas del Sanatorio Deschamps,Notas Quir Sanat Deschamps,0369-5441,,,,
Fontilles,Fontilles Rev Leprol,0367-2743,,,,
Revista de la sanidad militar,Rev Sanid Mil (B Aires),0302-5667,,,,
The Medico-legal and criminological review,Med Leg Criminol Rev,0302-1637,,,,
Annals of pediatric cardiology,Ann Pediatr Cardiol,0974-2069,0974-5149,,,
Journal of cutaneous and aesthetic surgery,J Cutan Aesthet Surg,0974-2077,0974-5157,,,
Bulletin of the California Dietetic Association,Bull Calif Diet Assoc,0410-2754,,,,
The Bulletin of the Passaic County Medical Society,Bull Passaic Cty Med Soc,0031-2673,,,,
Proceedings of the Helminthological Society of Washington,Proc Helminthol Soc Wash,0018-0130,,,,
Bulletin - Dight Institute of the University of Minnesota,Bull Dight Inst Univ Minn,0164-0445,,,,
Zeitschrift fur Vitaminforschung,Z Vitam Forsch,0373-0239,,,,
Survey graphic,Surv Graph,0196-8777,,,,
European journal of oral implantology,Eur J Oral Implantol,1756-2406,1756-2414,,,
MEDICC review,MEDICC Rev,1555-7960,1527-3172,,,
"Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina",Med Glas (Zenica),1840-0132,1840-2445,,,
Cardiopulmonary physical therapy journal,Cardiopulm Phys Ther J,1541-7891,2374-8907,,,
Zi ran ke xue shi yan = Studies in the history of natural sciences,Zi Ran Ke Xue Shi Yan,1000-0224,,,,
Anais de historia de alem-mar,Anais Hist Alem Mar,0874-9671,,,,
Journal for maritime research,J Marit Res,2153-3369,1469-1957,,,
Saothar,Saothar,0332-1169,,,,
Den jyske historiker,Den Jyske Hist,0109-9280,1902-472X,,,
Wiener Zeitschrift zur Geschichte der Neuzeit,Wien Z Gesch Neuzeit,1681-701X,,,,
Werkstatt geschichte,Werkstatt Gesch,0942-704X,,,,
European journal of plastic surgery,Eur J Plast Surg,0930-343X,1435-0130,,,
Gynecological surgery,Gynecol Surg,1613-2076,1613-2084,,,
Medicine studies,Med Stud,1876-4533,1876-4541,,,
Attention deficit and hyperactivity disorders,Atten Defic Hyperact Disord,1866-6116,1866-6647,,,
Bioanalytical reviews,Bioanal Rev,1867-2086,1867-2094,,,
Journal of business continuity & emergency planning,J Bus Contin Emer Plan,1749-9216,1749-9224,,,
Biological magnetic resonance,Biol Magn Reson,0192-6020,,,,
"Pediatric asthma, allergy & immunology",Pediatr Asthma Allergy Immunol,0883-1874,1557-7767,,,
Music therapy perspectives,Music Ther Perspect,0734-6875,,,,
Technology and disability,Technol Disabil,1055-4181,1878-643X,,,
Neural computing & applications,Neural Comput Appl,0941-0643,1433-3058,,,
Current opinion in endocrinology & diabetes,Curr Opin Endocrinol Diabetes,1068-3097,,,,
Nihon Kessen Shiketsu Gakkai shi = Japanese journal of thrombosis and hemostasis,Nihon Kessen Shiketsu Gakkai shi,0915-7441,,,,
Norsk epidemiologi = Norwegian journal of epidemiology,Nor Epidemiol,0803-2491,1891-5477,,,
Clinical case studies,Clin Case Stud,1534-6501,1552-3802,,,
Journal of consumer health on the Internet,J Consum Health Internet,1539-8285,1539-8293,,,
IEEE International Conference on Development and Learning : [proceedings]. IEEE International Conference on Development and Learning,IEEE Int Conf Dev Learn,2161-9476,2161-9484,,,
"Oncology nutrition connection : a publication of the ON DPG, Oncology Nutrition Dietetic Practice Group",Oncol Nutr Connect,1545-9896,,,,
Rehabilitation oncology (American Physical Therapy Association. Oncology Section),Rehabil Oncol,2168-3808,2381-2427,,,
Journal of Muslim mental health,J Muslim Ment Health,1556-4908,1556-5009,,,
Ultrasound clinics,Ultrasound Clin,1556-858X,,,,
Journal of neurodegeneration & regeneration,J Neurodegener Regen,1932-1481,,,,
International IEEE/EMBS Conference on Neural Engineering : [proceedings]. International IEEE EMBS Conference on Neural Engineering,Int IEEE EMBS Conf Neural Eng,1948-3546,1948-3554,,,
International musculoskeletal medicine,Int Musculoskelet Med,1753-6146,1753-6154,,,
"Journal of biomimetics, biomaterials, and tissue engineering",J Biomim Biomater Tissue Eng,1662-1018,1662-100X,,,
Journal of cancer epidemiology,J Cancer Epidemiol,1687-8558,1687-8566,,,
Journal of graduate medical education,J Grad Med Educ,1949-8349,1949-8357,,,
Computational methods in applied sciences (Springer),Comput Methods Appl Sci,1871-3033,,,,
Mathematics and visualization,Math Vis,1612-3786,2197-666X,,,
Proceedings of the ... Innovative Applications of Artificial Intelligence Conference. Innovative Applications of Artificial Intelligence Conference,Proc Innov Appl Artif Intell Conf,2154-8080,,,,
Proceedings. IEEE Workshop on Mobile Computing Systems and Applications,Proc IEEE Workshop Mob Comput Syst Appl,1550-6193,,,,
Proceedings of the ... International Conference on Automatic Face and Gesture Recognition. IEEE International Conference on Automatic Face & Gesture Recognition,Proc Int Conf Autom Face Gesture Recognit,1541-5058,,,,
Proceedings. IEEE Workshop on Applications of Computer Vision,Proc IEEE Workshop Appl Comput Vis,1550-5790,,,,
Proceedings. IEEE International Symposium on Bioinformatics and Bioengineering,Proc IEEE Int Symp Bioinformatics Bioeng,2159-5410,2471-7819,,,
International Conference on Digital Signal Processing proceedings : DSP. International Conference on Digital Signal Processing,Int Conf Digit Signal Process Proc,1546-1874,,,,
Archiving : final program and proceedings. IS & T's Archiving Conference,Archiving,2161-8798,2168-3204,,,
KDD : proceedings. International Conference on Knowledge Discovery & Data Mining,KDD,2154-817X,,,,
Eurographics Workshop on Visual Computing for Biomedicine,Eurographics Workshop Vis Comput Biomed,2070-5778,2070-5786,,,
Proceedings of the ... ACM International Conference on Information & Knowledge Management. ACM International Conference on Information and Knowledge Management,Proc ACM Int Conf Inf Knowl Manag,2155-0751,,,,
Proceedings. ACM-SIGMOD International Conference on Management of Data,Proc ACM SIGMOD Int Conf Manag Data,0730-8078,,,,
Proceedings of the ... American Control Conference. American Control Conference,Proc Am Control Conf,0743-1619,2378-5861,,,
Proceedings. International Conference on Data Engineering,Proc Int Conf Data Eng,1084-4627,,,,
IJCAI : proceedings of the conference,IJCAI (U S),1045-0823,,,,
Proceedings of SPIE--the International Society for Optical Engineering,Proc SPIE Int Soc Opt Eng,0277-786X,1996-756X,,,
Perspectives on language and literacy,Perspect Lang Lit,1935-1291,,,,
International review of thrombosis,Int Rev Thromb,1880-8549,,,,
International journal of refractory metals & hard materials,Int J Refract Metals Hard Mater,0958-0611,,,,
"International Conference on Bio-inspired Computing, Theories and Applications : [proceedings]. International Conference on Bio-inspired Computing, Theories and Applications",Int Conf Bioinspired Comput Theor Appl,2150-3443,2150-3451,,,
The ... Midwest Symposium on Circuits and Systems conference proceedings : MWSCAS. Midwest Symposium on Circuits and Systems,Conf Proc (Midwest Symp Circuits Syst),1548-3746,1558-3899,,,
Macroeconomic dynamics,Macroecon Dyn,1365-1005,1469-8056,,,
Micro total analysis systems : proceedings of the ... [Mu] TAS International Conference on Miniaturized Chemical and Biochemical Analysis Systems. [Mu] TAS (Conference),Micro Total Anal Syst,1556-5890,,,,
Proceedings of the ... AAAI Conference on Artificial Intelligence. AAAI Conference on Artificial Intelligence,Proc AAAI Conf Artif Intell,2159-5399,2374-3468,,,
"Digest of technical papers. International Conference on Solid-State Sensors, Actuators, and Microsystems",Dig Tech Papers,2159-547X,2164-1641,,,
International journal of Alzheimer's disease,Int J Alzheimers Dis,2090-8024,2090-0252,,,
Uncertainty in artificial intelligence : proceedings of the ... conference. Conference on Uncertainty in Artificial Intelligence,Uncertain Artif Intell,1525-3384,,,,
Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,Proceedings (IEEE Int Conf Bioinformatics Biomed),2156-1125,2156-1133,,,
WIT transactions on modelling and simulation,WIT Trans Modelling Simul,1746-4064,1743-355X,,,
Proceedings. IEEE Ultrasonics Symposium,Proc IEEE Ultrason Symp,1051-0117,,,,
Annual reports in computational chemistry,Annu Rep Comput Chem,1574-1400,1875-5232,,,
Research management review,Res Manag Rev,1068-4867,,,,
Current trends in immunology,Curr Trends Immunol,0972-4567,,,,
The California journal of emergency medicine,Cal J Emerg Med,1948-3384,1948-3392,,,
NASN school nurse (Print),NASN Sch Nurse,1942-602X,1942-6038,,,
Annals of burns and fire disasters,Ann Burns Fire Disasters,1592-9558,1592-9566,,,
Korean journal of urology,Korean J Urol,2005-6737,2005-6745,,,
Molecular syndromology,Mol Syndromol,1661-8769,1661-8777,,,
"Journal of scientific and industrial research (New Delhi, India : 1942)",J Sci Ind Res (1942),0970-5740,,,,
Advances in anesthesia,Adv Anesth,0737-6146,1878-0415,,,
"The journal of multicultural nursing & health : official journal of the Center for the Study of Multiculturalism and Health Care, Inc",J Multicult Nurs Health,1526-8233,,,,
Neurociencias,Neurociencias,1807-1058,,,,
Bereavement care : for all those who help the bereaved,Bereave Care,0268-2621,1944-8279,,,
"Conference record. Asilomar Conference on Signals, Systems & Computers",Conf Rec Asilomar Conf Signals Syst Comput,1058-6393,2576-2303,,,
AER journal : research and practice in visual impairment and blindness,AER J,1945-5569,,,,
Community literacy journal,Community Lit J,1555-9734,,,,
Journal of religion & spirituality in social work,J Relig Spiritual Soc Work,1542-6432,1542-6440,,,
IEEE International Workshop on Genomic Signal Processing and Statistics : [proceedings]. IEEE International Workshop on Genomic Signal Processing and Statistics,IEEE Int Workshop Genomic Signal Process Stat,2150-3001,2150-301X,,,
Medical innovation & business,Med Innov Bus,1943-0701,1944-0499,,,
"Sleep and hypnosis : an international journal of sleep, dream, and hypnosis",Sleep Hypn,1302-1192,,,,
Reviews in analgesia,Rev Analg,1542-961X,1555-3876,,,
Core evidence,Core Evid,1555-1741,1555-175X,,,
Salud y drogas,Salud Drogas,1578-5319,1988-205X,,,
Pharmacognosy magazine,Pharmacogn Mag,0973-1296,0976-4062,,,
Journal of cardiovascular ultrasound,J Cardiovasc Ultrasound,1975-4612,2005-9655,,,
Oman journal of ophthalmology,Oman J Ophthalmol,0974-620X,0974-7842,,,
International journal of Ayurveda research,Int J Ayurveda Res,0974-7788,0974-925X,,,
Seeing and perceiving,Seeing Perceiving,1878-4755,1878-4763,,,
Korean diabetes journal,Korean Diabetes J,1976-9180,2093-2650,,,
The HUGO journal,Hugo J,1877-6558,1877-6566,,,
Aldrichimica acta,Aldrichimica Acta,0002-5100,,,,4.0
"Salud mental (Mexico City, Mexico)",Salud Ment (Mex),0185-3325,0186-761X,,,
Contemporary family therapy,Contemp Fam Ther,0892-2764,1573-3335,,,
Diabetes spectrum : a publication of the American Diabetes Association,Diabetes Spectr,1040-9165,1944-7353,,,
Environmental practice : journal of the National Association of Environmental Professionals,Environ Pract,1466-0466,1466-0474,,,
Academic journal of Xian Jiaotong University : AJXJTU = Xi'an jiao tong da xue xue bao (Yi wen ban),Acad J Xian Jiaotong Univ,1671-8267,,,,
Biophysical reviews and letters,Biophys Rev Lett,1793-0480,1793-7035,,,
American journal of hematology/oncology,Am J Hematol Oncol,1939-6163,,,,
"Water quality, exposure, and health",Water Qual Expo Health,1876-1658,1876-1666,,,
Rhetoric Society quarterly,Rhetor Soc Q,0277-3945,,,,
Wiley interdisciplinary reviews. Computational statistics,Wiley Interdiscip Rev Comput Stat,1939-5108,1939-0068,,,
The American journal of pharmacy benefits,Am J Pharm Benefits,1945-4481,,,,
Proceedings. IEEE International Conference on Data Mining,Proc IEEE Int Conf Data Min,1550-4786,2374-8486,,,
The biochemist,Biochem (Lond),0954-982X,,,,
Journal de chirurgie viscerale,J Chir Visc,1878-786X,1878-7878,,,
Self/nonself,Self Nonself,1938-2030,1938-2049,,,
Bioengineered bugs,Bioeng Bugs,1949-1018,1949-1026,,,
Annals of advances in automotive medicine. Association for the Advancement of Automotive Medicine. Annual Scientific Conference,Ann Adv Automot Med,1943-2461,,,,
Symposium on geometry processing : [proceedings]. Symposium on Geometry Processing,Symp Geom Process,1727-8384,,,,
"Journal of molecular catalysis. A, Chemical",J Mol Catal A Chem,1381-1169,,,,
European journal of clinical & medical oncology,European J Clin Med Oncol,1759-8958,1759-8966,,,
"Illness, crises, and loss",Illn Crises Loss,1054-1373,1552-6968,,,
Nigerian journal of pharmaceutical sciences,Niger J Pharm Sci,0189-322X,,,,
"Psychotropes (Paris, France)",Psychotr (Paris),1245-2092,1782-1487,,,
International journal of culture and mental health,Int J Cult Ment Health,1754-2863,1754-2871,,,
Journal of the Optical Society of Korea,J Opt Soc Korea,1226-4776,,,,
"Learning disabilities (Weston, Mass.)",Learn Disabil,1937-6928,1937-6936,,,
North American journal of medicine & science,N Am J Med Sci (Boston),1946-9357,2156-2342,,,
"Polymer science. Series A, Chemistry, physics",Polym Sci Ser A Chem Phys,1757-1820,1555-6107,,,
Far east journal of applied mathematics,Far East J Appl Math,0972-0960,,,,
Intermountain journal of sciences : IJS,Intermt J Sci,1081-3519,,,,
Journal of biomedical science and engineering,J Biomed Sci Eng,1937-6871,1937-688X,,,
Shi yan li xue = Journal of experimental mechanics,Shi Yan Li Xue,1001-4888,,,,
Robotics science and systems : online proceedings,Robot Sci Syst,2330-7668,2330-765X,,,
Proceedings of the ... IEEE/RSJ International Conference on Intelligent Robots and Systems. IEEE/RSJ International Conference on Intelligent Robots and Systems,Rep U S,2153-0858,2153-0866,,,
The Behavior therapist,Behav Ther (N Y N Y),0278-8403,,,,
Techniques in gastrointestinal endoscopy,Tech Gastrointest Endosc,1096-2883,1558-5050,,,
